movieId,title,genres,poster_path
53,Lamerica 1994,"['Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg
54,Big Green The 1995,"['Children', 'Comedy']",https://image.tmdb.org/t/p/w500/gnOcJuyKWb3pR1lj4qpzSaThPrn.jpg
55,Georgia 1995,['Drama'],https://image.tmdb.org/t/p/w500/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg
57,Home for the Holidays 1995,['Drama'],https://image.tmdb.org/t/p/w500/3zqlKdOttWyExzopVxglz50Vjxq.jpg
58,Postman The Postino Il 1994,"['Comedy', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg
60,Indian in the Cupboard The 1995,"['Adventure', 'Children', 'Fantasy']",https://image.tmdb.org/t/p/w500/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg
61,Eye for an Eye 1996,"['Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg
62,Mr Hollands Opus 1995,['Drama'],https://image.tmdb.org/t/p/w500/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood 1996,"['Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg
64,Two if by Sea 1996,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
65,BioDome 1996,['Comedy'],https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg
66,Lawnmower Man 2 Beyond Cyberspace 1996,"['Action', 'Sci-Fi', 'Thriller']",https://image.tmdb.org/t/p/w500/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg
68,French Twist Gazon maudit 1995,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg
69,Friday 1995,['Comedy'],https://image.tmdb.org/t/p/w500/2lReF53F8trkC68piGSfk0JVwWU.jpg
70,From Dusk Till Dawn 1996,"['Action', 'Comedy', 'Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg
71,Fair Game 1995,['Action'],https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg
72,Kicking and Screaming 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg
73,Misrables Les 1995,"['Drama', 'War']",https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg
74,Bed of Roses 1996,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg
75,Big Bully 1996,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg
76,Screamers 1995,"['Action', 'Sci-Fi', 'Thriller']",https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg
77,Nico Icon 1995,['Documentary'],https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg
78,Crossing Guard The 1995,"['Action', 'Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg
79,Juror The 1996,"['Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg
80,White Balloon The Badkonake sefid 1995,"['Children', 'Drama']",https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg
81,Things to Do in Denver When Youre Dead 1995,"['Crime', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg
82,Antonias Line Antonia 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg
83,Once Upon a Time When We Were Colored 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg
85,Angels and Insects 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg
86,White Squall 1996,"['Action', 'Adventure', 'Drama']",https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg
87,Dunston Checks In 1996,"['Children', 'Comedy']",https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg
88,Black Sheep 1996,['Comedy'],https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg
89,Nick of Time 1995,"['Action', 'Thriller']",https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg
92,Mary Reilly 1996,"['Drama', 'Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg
93,Vampire in Brooklyn 1995,"['Comedy', 'Horror', 'Romance']",https://image.tmdb.org/t/p/w500/fodPA5x3REtOwColG17CucreZqM.jpg
94,Beautiful Girls 1996,"['Comedy', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg
95,Broken Arrow 1996,"['Action', 'Adventure', 'Thriller']",https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
96,In the Bleak Midwinter 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg
97,Hate Haine La 1995,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/iH8saz6s0Z8SPPrKaMI2KrRzTED.jpg
99,Heidi Fleiss Hollywood Madam 1995,['Documentary'],https://image.tmdb.org/t/p/w500/laPSb9I8TuYslOh1OcgaTByWKnw.jpg
100,City Hall 1996,"['Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/w7EkAl4Oi8Lc6VQKaqRHrOV3CxR.jpg
101,Bottle Rocket 1996,"['Adventure', 'Comedy', 'Crime', 'Romance']",https://image.tmdb.org/t/p/w500/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg
102,Mr Wrong 1996,['Comedy'],https://image.tmdb.org/t/p/w500/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg
103,Unforgettable 1996,"['Mystery', 'Sci-Fi', 'Thriller']",https://image.tmdb.org/t/p/w500/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg
104,Happy Gilmore 1996,['Comedy'],https://image.tmdb.org/t/p/w500/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg
105,Bridges of Madison County The 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg
106,Nobody Loves Me Keiner liebt mich 1994,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg
107,Muppet Treasure Island 1996,"['Adventure', 'Children', 'Comedy', 'Musical']",https://image.tmdb.org/t/p/w500/8UL6EcZGO1ssD60azzOtUPjnOZI.jpg
108,Catwalk 1996,['Documentary'],https://image.tmdb.org/t/p/w500/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg
110,Braveheart 1995,"['Action', 'Drama', 'War']",https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg
111,Taxi Driver 1976,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/ekstpH614fwDX8DUln1a2Opz0N8.jpg
112,Rumble in the Bronx Hont faan kui 1995,"['Action', 'Adventure', 'Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg
113,Before and After 1996,"['Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg
116,Anne Frank Remembered 1995,['Documentary'],https://image.tmdb.org/t/p/w500/6nyhzrSGimCbdxiY8DEO7kI7xx4.jpg
117,Young Poisoners Handbook The 1995,"['Crime', 'Drama']",https://image.tmdb.org/t/p/w500/d3Lakfy0K1eRHUbay9kMeWdt7y6.jpg
118,If Lucy Fell 1996,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/l3Bwmjdon6JBDzJUA3ZSdMZZ7lI.jpg
119,Steal Big Steal Little 1995,['Comedy'],https://image.tmdb.org/t/p/w500/83TvBaWt8wZHUZo8MKwE2cLRBiT.jpg
121,Boys of St Vincent The 1992,['Drama'],https://image.tmdb.org/t/p/w500/cam0cG0UWdUVtQRvFHJXmNtL1hY.jpg
122,Boomerang 1992,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg
123,Chungking Express Chung Hing sam lam 1994,"['Drama', 'Mystery', 'Romance']",https://image.tmdb.org/t/p/w500/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg
125,Flirting With Disaster 1996,['Comedy'],https://image.tmdb.org/t/p/w500/sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg
126,NeverEnding Story III The 1994,"['Adventure', 'Children', 'Fantasy']",https://image.tmdb.org/t/p/w500/o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg
128,Jupiters Wife 1994,['Documentary'],https://image.tmdb.org/t/p/w500/2GIdaPLF7gYyXnlxGzTwV5fQGWy.jpg
129,Pie in the Sky 1996,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg
132,Jade 1995,['Thriller'],https://image.tmdb.org/t/p/w500/8KWiZKDYpAgh8n27lanvTuDquyX.jpg
135,Down Periscope 1996,['Comedy'],https://image.tmdb.org/t/p/w500/brleKcHsirTw7lFqcgUMOfgL2nl.jpg
137,Man of the Year 1995,['Documentary'],https://image.tmdb.org/t/p/w500/jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg
140,Up Close and Personal 1996,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/6F7McoS8JI8eXW4Vcd7jtwZI6mB.jpg
141,Birdcage The 1996,['Comedy'],https://image.tmdb.org/t/p/w500/hU2XeckncHS61TWZKDtw1BrKmOO.jpg
144,Brothers McMullen The 1995,['Comedy'],https://image.tmdb.org/t/p/w500/6oWsOJP0ed5gs8n2UywcailoxFN.jpg
145,Bad Boys 1995,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/qKiLKvJaT6rRmd3IBsoVV58luXH.jpg
146,Amazing Panda Adventure The 1995,"['Adventure', 'Children']",https://image.tmdb.org/t/p/w500/tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg
147,Basketball Diaries The 1995,['Drama'],https://image.tmdb.org/t/p/w500/AhvO1GGDPIgN0hOqZEgaFCbswMK.jpg
148,Awfully Big Adventure An 1995,['Drama'],https://image.tmdb.org/t/p/w500/tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg
149,Amateur 1994,"['Crime', 'Drama', 'Thriller']",https://image.tmdb.org/t/p/w500/b9MEES9I2WNjEWULdKsqiHIGQlC.jpg
150,Apollo 13 1995,"['Adventure', 'Drama', 'IMAX']",https://image.tmdb.org/t/p/w500/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg
151,Rob Roy 1995,"['Action', 'Drama', 'Romance', 'War']",https://image.tmdb.org/t/p/w500/nl7Lg6VqR9h1Z9IKuUtttBB93wo.jpg
152,Addiction The 1995,"['Drama', 'Horror']",https://image.tmdb.org/t/p/w500/1Yy8H2tKQ16mffLFRfxcBHKBdyF.jpg
153,Batman Forever 1995,"['Action', 'Adventure', 'Comedy', 'Crime']",https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg
154,Beauty of the Day Belle de jour 1967,['Drama'],https://image.tmdb.org/t/p/w500/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg
155,Beyond Rangoon 1995,"['Adventure', 'Drama', 'War']",https://image.tmdb.org/t/p/w500/xTiy5kSP3Hetig7xB4E8INq5ron.jpg
156,Blue in the Face 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/u0iwm9SDjlfFZDrSdSbcebX7VUG.jpg
157,Canadian Bacon 1995,"['Comedy', 'War']",https://image.tmdb.org/t/p/w500/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg
158,Casper 1995,"['Adventure', 'Children']",https://image.tmdb.org/t/p/w500/vCaVCizHfxuoczd9Dlcz7et61eJ.jpg
159,Clockers 1995,"['Crime', 'Drama', 'Mystery']",https://image.tmdb.org/t/p/w500/c79uqLJleho2a7OQayfrW5Ypphf.jpg
160,Congo 1995,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",https://image.tmdb.org/t/p/w500/4fbMvn6cbtm2OrUvhf3PvLcTyby.jpg
161,Crimson Tide 1995,"['Drama', 'Thriller', 'War']",https://image.tmdb.org/t/p/w500/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg
162,Crumb 1994,['Documentary'],https://image.tmdb.org/t/p/w500/jHIiz59mnKuHov0PjSNsuYOcx5D.jpg
163,Desperado 1995,"['Action', 'Romance', 'Western']",https://image.tmdb.org/t/p/w500/e3gwpBeXpvGZsxUya9zNym5QXrw.jpg
164,Devil in a Blue Dress 1995,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",https://image.tmdb.org/t/p/w500/5lcJhwKGavLbPva17QkTBhLfqEk.jpg
165,Die Hard With a Vengeance 1995,"['Action', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/amwo4CjYKynZ2yKvKMxoiRSsaE1.jpg
166,Doom Generation The 1995,"['Comedy', 'Crime', 'Drama']",https://image.tmdb.org/t/p/w500/cRzRj2UBvIH8ryWhu5PNL2PzV7j.jpg
168,First Knight 1995,"['Action', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/xuXkCcrvUTkehVXuTGpnfySsx0Z.jpg
169,Free Willy 2 The Adventure Home 1995,"['Adventure', 'Children', 'Drama']",https://image.tmdb.org/t/p/w500/3wpug3W5rYBdqeAnhc1UeXLE5ZF.jpg
170,Hackers 1995,"['Action', 'Adventure', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg
171,Jeffrey 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/cacIqtIkUaD5xYqUUN1J7qJjciQ.jpg
172,Johnny Mnemonic 1995,"['Action', 'Sci-Fi', 'Thriller']",https://image.tmdb.org/t/p/w500/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg
173,Judge Dredd 1995,"['Action', 'Crime', 'Sci-Fi']",https://image.tmdb.org/t/p/w500/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg
174,Jury Duty 1995,['Comedy'],https://image.tmdb.org/t/p/w500/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg
175,Kids 1995,['Drama'],https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
176,Living in Oblivion 1995,['Comedy'],https://image.tmdb.org/t/p/w500/b54xDk98oWtEtAso9sj1wjaZDDH.jpg
177,Lord of Illusions 1995,['Horror'],https://image.tmdb.org/t/p/w500/6AFFgNbSE5x21ZdOqdJwrk8hMkg.jpg
178,Love  Human Remains 1993,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/9QVw6cPXfsjr4PncE1TeWudeLmh.jpg
179,Mad Love 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/glhctWoYw1jg8z0FUSwFD4UTNi4.jpg
180,Mallrats 1995,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/6K0cH551dIrBcD33kZtyugqmdJU.jpg
181,Mighty Morphin Power Rangers The Movie 1995,"['Action', 'Children']",https://image.tmdb.org/t/p/w500/pcLbHqs80dchv0byHivhdwHKEup.jpg
183,Mute Witness 1994,"['Comedy', 'Horror', 'Thriller']",https://image.tmdb.org/t/p/w500/2VFvSfnKFdZizuaonWbTmjAqD3.jpg
184,Nadja 1994,['Drama'],https://image.tmdb.org/t/p/w500/sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg
185,Net The 1995,"['Action', 'Crime', 'Thriller']",https://image.tmdb.org/t/p/w500/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
186,Nine Months 1995,"['Comedy', 'Romance']",https://image.tmdb.org/t/p/w500/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg
187,Party Girl 1995,['Comedy'],https://image.tmdb.org/t/p/w500/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg
188,Prophecy The 1995,"['Fantasy', 'Horror', 'Mystery']",https://image.tmdb.org/t/p/w500/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg
189,Reckless 1995,"['Comedy', 'Fantasy']",https://image.tmdb.org/t/p/w500/edNTtl2UuKcU8vXEaYgu76vISXw.jpg
190,Safe 1995,['Thriller'],https://image.tmdb.org/t/p/w500/2O71QsBkbqdLqQdx2yuNpJ4pFPq.jpg
191,Scarlet Letter The 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/8gIU7O3oV6NyWUjlL6ppbpnIZLW.jpg
193,Showgirls 1995,['Drama'],https://image.tmdb.org/t/p/w500/atjtGFIIt9QMGf9ELyboq5cl466.jpg
194,Smoke 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg
195,Something to Talk About 1995,"['Comedy', 'Drama', 'Romance']",https://image.tmdb.org/t/p/w500/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg
196,Species 1995,"['Horror', 'Sci-Fi']",https://image.tmdb.org/t/p/w500/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg
198,Strange Days 1995,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",https://image.tmdb.org/t/p/w500/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
199,Umbrellas of Cherbourg The Parapluies de Cherbourg Les 1964,"['Drama', 'Musical', 'Romance']",https://image.tmdb.org/t/p/w500/tAgTf64XKK5ir7w5C7dnB53jWWG.jpg
201,Three Wishes 1995,"['Drama', 'Fantasy']",https://image.tmdb.org/t/p/w500/8uzNbDH1b90DTsy38NPLqVIVpAH.jpg
202,Total Eclipse 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/e0j1zDF3ITeTbGTXFGamosCxT4z.jpg
203,To Wong Foo Thanks for Everything Julie Newmar 1995,['Comedy'],https://image.tmdb.org/t/p/w500/vosbsu1ImLaBMFtBjSETjeRrMwg.jpg
204,Under Siege 2 Dark Territory 1995,['Action'],https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg
205,Unstrung Heroes 1995,"['Comedy', 'Drama']",https://image.tmdb.org/t/p/w500/twnqc80AL55WYnCVz4nMGEGcL7.jpg
206,Unzipped 1995,['Documentary'],https://image.tmdb.org/t/p/w500/dnIzv4rXr9FXkqW880E3rStYQA7.jpg
207,Walk in the Clouds A 1995,"['Drama', 'Romance']",https://image.tmdb.org/t/p/w500/xencQzZnUWDRAOUydjf9PWet8Ae.jpg
208,Waterworld 1995,"['Action', 'Adventure', 'Sci-Fi']",https://image.tmdb.org/t/p/w500/pBjf3xzi6kClzWXiKMclMUX7dOP.jpg
209,White Mans Burden 1995,['Drama'],https://image.tmdb.org/t/p/w500/5MPatVYJXPYEGrd9RQiwldBBQvJ.jpg
210,Wild Bill 1995,['Western'],https://image.tmdb.org/t/p/w500/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
211,Browning Version The 1994,['Drama'],https://image.tmdb.org/t/p/w500/8My9Wnzu1zasVVzGdDj5y2dItuM.jpg
